name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"Châble II",,,,"Vionnaz, Beffeux",CH,0.42,Hydro,Run-of-river,,2014,,,,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Diablerets,,,,"Les Diablerets, Le Plan",CH,5.4,Hydro,Reservoir,,1957,,46.3530641075,7.15465044855,,"Renewable energy",Hydro,,,"- Base juridique: Négociation relative à la concession en cours ; ",BFE
"Pont de la Tine",,,,"Ormont-Dessous, Le Pont",CH,10.6,Hydro,Run-of-river,,1991,,46.348145567,7.04451800887,,"Renewable energy",Hydro,,,,BFE
"Pont de la Tine  Coussy-Loudze",,,,"Ormont - Dessous, Le Pont",CH,0.39,Hydro,Run-of-river,,2013,,46.3474245655,7.04413354848,,"Renewable energy",Hydro,,,,BFE
"La Douve, Aigle",,,,"Aigle, En la Douve",CH,0.46,Hydro,Run-of-river,,2000,,46.3277994563,7.01531866907,,"Renewable energy",Hydro,,,"- Turbinage des eaux usées; ",BFE
"Les Farettes",,,,"Fontanney, Les Farettes",CH,20.3,Hydro,Run-of-river,,1967,,,,,"Renewable energy",Hydro,,,,BFE
"Micro-centrale de Fontanney",,,,"Les Farettes, Aigle",CH,0.33,Hydro,Run-of-river,,1997,,46.3170626321,6.98398364412,,"Renewable energy",Hydro,,,"- Cours d'eau utilisés: La centrale utilise le trop plein du réservoir d'eau potable d'Aigle et partiellement les eaux du torrent de Fontanney; ",BFE
Vouvry,,,,"Vouvry, Haut du Village",CH,8,Hydro,Reservoir,,1953,,46.3361244664,6.88148115355,,"Renewable energy",Hydro,,,,BFE
"Croseau, Saint-Gingolph",,,,"Saint-Gingolph, Vignolles",CH,0.35,Hydro,Run-of-river,,2009,,46.3877224781,6.80580981556,,"Renewable energy",Hydro,,,,BFE
Hongrin-Léman,,,,"Veytaux, Chillon",CH,420,Hydro,"Pumped storage",,2016,,,,,"Renewable energy",Hydro,,,"- La centrale Veytaux fait pompage-turbinage.; - Les deux centrales font partie du même système hydraulique; - Un groupe de réserve d'une puissance de 60 MW est installé (total 480 MW);  ;  ;  ;  ; ",BFE
Sonzier,,,,"Montreux, Sonzier",CH,1.65,Hydro,Run-of-river,,1971,,46.4403231332,6.92517165399,,"Renewable energy",Hydro,,,,BFE
Taulan,,,,"Les Planches, Taulan",CH,1.2,Hydro,Run-of-river,,1996,,46.4339054895,6.91846679903,,"Renewable energy",Hydro,,,,BFE
"Rivaz (Le Forestay)",,,,Rivaz,CH,0.73,Hydro,Run-of-river,,2014,,46.4746425288,6.77770904753,,"Renewable energy",Hydro,,,,BFE
Plan-Dessous,,,,Aubonne,CH,10.7,Hydro,Run-of-river,,2001,,46.4992089696,6.3858086765,,"Renewable energy",Hydro,,,,BFE
"La Petite Vaux",,,,Lavigny,CH,3.31,Hydro,Run-of-river,,2008,,46.4888599452,6.40502679993,,"Renewable energy",Hydro,,,,BFE
Seujet,,,,Genève,CH,8.7,Hydro,Run-of-river,,1994,,46.2031197477,6.13447158551,,"Renewable energy",Hydro,,,"Fonctions de l'ouvrage du Seujet:	- Régulariser le niveau du Lac Léman; 			     	- Moduler le débit du Rhône pour l'usine de Verbois; 			        	 ; ",BFE
Vessy,,,,"Veyrier, Iles de Vessy",CH,0.32,Hydro,Run-of-river,,2007,,46.1790567398,6.17027683448,,"Renewable energy",Hydro,,,,BFE
Verbois,,,,Russin,CH,102.8,Hydro,Run-of-river,,1999,,46.1913941292,6.02735734063,,"Renewable energy",Hydro,,,,BFE
Chancy-Pougny,,,,"Avully / Chancy",CH,54,Hydro,Run-of-river,,2013,,46.1604259494,5.9764989749,,"Renewable energy",Hydro,,,,BFE
"Chancy-Pougny Dot. passe pois.",,,,Challex,CH,0.48,Hydro,Run-of-river,,2013,,46.1593164285,5.97419822603,,"Renewable energy",Hydro,,,"- Centrale de Dotation de la passe à poissons; ",BFE
"La Rançonnière",,,,"Les Brenets, La Rançonnière",CH,1.6,Hydro,Run-of-river,,1984,,47.0529629931,6.71594514968,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle de la machine 3 = 824.20        ; ",BFE
"Am. de dotation du Châtelot",,,,"Les Planchettes",CH,1,Hydro,Run-of-river,,2005,,47.1014437602,6.74440337669,,"Renewable energy",Hydro,,,,BFE
"Le Châtelot",,,,"Les Planchettes",CH,31.6,Hydro,Run-of-river,,1953,,47.1209584467,6.77393285741,,"Renewable energy",Hydro,,,,BFE
Refrain,,,,"Echelles de la Mort",CH,12,Hydro,Run-of-river,,1956,,47.1876938239,6.87311737175,,"Renewable energy",Hydro,,,,BFE
"La Goule",,,,"Le Noirmont",CH,5.6,Hydro,Run-of-river,,1958,,47.2287001901,6.92853835569,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle de la machine 3 = 513.37        ;  ; ",BFE
Ossasco,,,,"Bedretto, Ossasco",CH,1.27,Hydro,Run-of-river,,2012,,46.5126365625,8.53838477213,,"Renewable energy",Hydro,,,,BFE
Sella,,,,"Motti della Bolla",CH,1.93,Hydro,Reservoir,,1991,,46.5524637488,8.58666190321,,"Renewable energy",Hydro,,,,BFE
Lucendro,,,,Airolo,CH,60,Hydro,Reservoir,,1947,,46.5263515901,8.59770900919,,"Renewable energy",Hydro,,,,BFE
Lucendro,,,,"Cap.dei Morti",CH,0,Hydro,Reservoir,,1947,,46.5263515901,8.59770900919,,"Renewable energy",Hydro,,,,BFE
Calcaccia,,,,"Airolo, Launc",CH,3.6,Hydro,Run-of-river,,1988,,46.5194921171,8.6345754932,,"Renewable energy",Hydro,,,"- Base giuridica: Discussioni in corso per un rinnovo della concessione; ",BFE
Ritom,,,,Piotta,CH,44,Hydro,Reservoir,,1958,,46.5172567651,8.67531756408,12W-0000000064-3,"Renewable energy",Hydro,,,"- Fine della concessione per l'Unteralpreuss ed il Medelserrhein 2043      ;                                ; ",BFE
"Stalvedro (AET)",,,,Piotta,CH,14,Hydro,Run-of-river,,1968,,46.5174111108,8.67766693812,12W-0000000064-3,"Renewable energy",Hydro,,,,BFE
Tremorgio,,,,Rodi-Fiesso,CH,10,Hydro,Reservoir,,1925,,46.4902114363,8.73670424626,12W-0000000064-3,"Renewable energy",Hydro,,,,BFE
"Ri di Foch 2 Prato (Leventina)",,,," Prato Leventina, P. di Masc.",CH,0.31,Hydro,Run-of-river,,2008,,46.480190595,8.74753439559,12W-0000000064-3,"Renewable energy",Hydro,,,,BFE
"Ceresa 1",,,,Faido,CH,2,Hydro,Run-of-river,,1950,,46.4856544595,8.78804420318,,"Renewable energy",Hydro,,,,BFE
"Piumogna, Dalpe",,,,Dalpe,CH,1,Hydro,Run-of-river,,2000,,46.4665637849,8.76660589676,,"Renewable energy",Hydro,,,,BFE
Piottino,,,,"Lavorgo, Nivo di Chironico",CH,72.9,Hydro,Run-of-river,,1958,,46.4383309577,8.83996336006,,"Renewable energy",Hydro,,,,BFE
Ticinetto,,,,Chironico,CH,2.9,Hydro,Run-of-river,,1998,,46.4195742834,8.85066701859,,"Renewable energy",Hydro,,,,BFE
"Nuova Biaschina",,,,Personico,CH,141,Hydro,Run-of-river,,1974,,46.3649512107,8.92878536777,12W-0000000064-3,"Renewable energy",Hydro,,,,BFE
Luzzone,,,,Ghirone,CH,20,Hydro,Run-of-river,,1963,,46.565256077,8.96078316021,12W-0000000026-D,"Renewable energy",Hydro,,,,BFE
Olivone,,,,Olivone,CH,102,Hydro,Reservoir,,1962,,46.5396795136,8.94911144856,12W-0000000026-D,"Renewable energy",Hydro,,,,BFE
Biasca,,,,Biasca,CH,324,Hydro,Reservoir,,2007,,46.3349885216,8.98264959939,12W-0000000026-D,"Renewable energy",Hydro,,,,BFE
"Spina (Isola)",,,,"Mesocco, Spina",CH,20.9,Hydro,Reservoir,,1962,,46.431134362,9.20699910427,,"Renewable energy",Hydro,,,"- Centrali di Spina (Isola) e Spina (Valbella) in una caverna    ; ",BFE
"Spina (Valbella)",,,,"Mesocco, Spina",CH,4.2,Hydro,Run-of-river,,1963,,46.431134362,9.20699910427,,"Renewable energy",Hydro,,,"- Centrali di Spina (Isola) e Spina (Valbella) in una caverna     ; ",BFE
"Mesocco (Nan Ros)",,,,"Mesocco, Camou",CH,0.35,Hydro,Run-of-river,,2010,,46.4196352889,9.23446723925,,"Renewable energy",Hydro,,,"- Centrale ad acqua potabile; ",BFE
Soazza,,,,Soazza,CH,83,Hydro,Run-of-river,,1961,,46.3424239041,9.21216635065,,"Renewable energy",Hydro,,,,BFE
Lostallo,,,,"Lostallo, Rura",CH,25,Hydro,Run-of-river,,1958,,46.3219576602,9.20903078792,,"Renewable energy",Hydro,,,,BFE
Tecnicama,,,,"Piani di Verdabbio",CH,0.3,Hydro,Run-of-river,,1987,,46.2851556545,9.17421837591,,"Renewable energy",Hydro,,,,BFE
Grono,,,,"Grono, Oltra",CH,37.5,Hydro,Run-of-river,,1965,,46.2420119954,9.15352000435,,"Renewable energy",Hydro,,,,BFE
Calancasca,,,,Roveredo,CH,20.8,Hydro,Run-of-river,,1951,,46.2392079506,9.11854962054,,"Renewable energy",Hydro,,,,BFE
Morobbia,,,,Giubiasco,CH,15.5,Hydro,Run-of-river,,1970,,46.1680636081,9.01689952707,,"Renewable energy",Hydro,,,,BFE
"Verzasca (Gordola)",,,,Gordola,CH,132.5,Hydro,Reservoir,,1965,,46.1942167756,8.84910111686,,"Renewable energy",Hydro,,,,BFE
"Verzasca (Tenero)",,,,Tenero,CH,4.25,Hydro,Run-of-river,,1972,,46.1816582328,8.85330945367,,"Renewable energy",Hydro,,,,BFE
Sambuco-Peccia,,,,"Piano di Peccia",CH,54,Hydro,"Pumped storage",,1955,,46.4156418664,8.61147407012,12W-0000000925-8,"Renewable energy",Hydro,,,"- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ; ",BFE
Corgello-Peccia,,,,"Piano di Peccia",CH,0.98,Hydro,Run-of-river,,1991,,46.4156418664,8.61147407012,12W-0000000925-8,"Renewable energy",Hydro,,,"- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ; ",BFE
Robiei,,,,Robiei,CH,192,Hydro,"Pumped storage",,2016,,46.4449947898,8.50890150082,12W-0000000925-8,"Renewable energy",Hydro,,,"- La centrale di Robiei pratica il pompaggio-turbinaggio        ; ",BFE
Bavona,,,,"San Carlo",CH,140,Hydro,Reservoir,,1966,,46.4103537646,8.53761284541,12W-0000000925-8,"Renewable energy",Hydro,,,"- Energia restituita:	 I vari beneficiari sono Stalvedro, Tremorgio, Piottino e Personico                   ;                                                        ;                                                        ;                                                         ;                                                        ; ",BFE
"Kraftwerk Tomè",,,,"Broglio, Corsgèla in Lavizarra",CH,2.12,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,BFE
Cavergno,,,,Cavergno,CH,114,Hydro,Reservoir,,1955,,46.3536410924,8.59532353346,12W-0000000925-8,"Renewable energy",Hydro,,,,BFE
"Verbano 1",,,,Brissago,CH,119,Hydro,Reservoir,,1953,,46.131824283,8.71678735348,12W-0000000925-8,"Renewable energy",Hydro,,,,BFE
"Verbano 2",,,,Brissago,CH,62,Hydro,Reservoir,,1973,,46.1321767287,8.71744263841,12W-0000000925-8,"Renewable energy",Hydro,,,,BFE
"Campo Vallemaggia",,,,"Campo Vallemaggia",CH,1.28,Hydro,Run-of-river,,2002,,46.2853101718,8.5086146267,,"Renewable energy",Hydro,,,,BFE
Cerentino,,,,"Cerentino, Collinasca",CH,1.38,Hydro,Run-of-river,,2004,,46.3065771304,8.5516126454,,"Renewable energy",Hydro,,,,BFE
Giumaglio,,,,"Someo, Giumaglio",CH,8.94,Hydro,Run-of-river,,1967,,46.2824127218,8.66971883413,,"Renewable energy",Hydro,,,,BFE
"Ponte Brolla",,,,"Tegna, Ponte Brolla",CH,3.1,Hydro,Run-of-river,,1958,,46.18559009,8.75120889324,,"Renewable energy",Hydro,,,,BFE
"Cassarate - Franscinone",,,,Sonvico,CH,5,Hydro,Run-of-river,,1991,,46.047992628,8.97466556023,,"Renewable energy",Hydro,,,,BFE
"Sigirino (Monteceneri)",,,,"Sigirino (Monteceneri)",CH,0.84,Hydro,Run-of-river,,2015,,46.0774335119,8.91253368696,,"Renewable energy",Hydro,,,,BFE
Valmara,,,,Maroggia,CH,0.95,Hydro,Run-of-river,,1999,,45.9394453937,8.9776796767,,"Renewable energy",Hydro,,,"- Quota del pavimento della sala macchine: Approssimazione      ;     ;                                                      ; ",BFE
Gabi,,,,Gabi,CH,11.33,Hydro,Run-of-river,,1986,,46.1882115335,8.0700669845,,"Renewable energy",Hydro,,,,BFE
Gondo,,,,"Gondo, San Marco",CH,46,Hydro,Run-of-river,,1979,,46.196009215,8.1506042231,,"Renewable energy",Hydro,,,,BFE
Tannuwald,,,,"Gondo, Tannuwald",CH,5.2,Hydro,Run-of-river,,1979,,46.1499409889,8.10793668693,,"Renewable energy",Hydro,,,,BFE
Palü,,,,"Poschiavo, Alpe Palü",CH,9.5,Hydro,Reservoir,,2004,,46.3724950431,10.0289744735,,"Renewable energy",Hydro,,,,BFE
Palü,,,,"Poschiavo, Bernina",CH,0,Hydro,Reservoir,,1923,,46.3724950431,10.0289744735,,"Renewable energy",Hydro,,,,BFE
Cavaglia,,,,"Poschiavo, Cavaglia",CH,7,Hydro,Reservoir,,1975,,46.3680968766,10.0363058541,,"Renewable energy",Hydro,,,,BFE
Robbia,,,,"S. Carlo, Robbia",CH,27,Hydro,Reservoir,,2005,,46.3482642227,10.0610921706,,"Renewable energy",Hydro,,,,BFE
Pedecosta,,,,"San Carlo, Pedecosta",CH,0.51,Hydro,Run-of-river,,2010,,46.3576454254,10.0757152147,,"Renewable energy",Hydro,,,"- Centrale ad acqua potabile; ",BFE
"Campocologno 1",,,,Campocologno,CH,50,Hydro,Reservoir,,2003,,46.2321878892,10.1436946334,,"Renewable energy",Hydro,,,,BFE
"Campocologno 2",,,,Campocologno,CH,1.62,Hydro,Reservoir,,1950,,46.2308021117,10.1451821456,,"Renewable energy",Hydro,,,,BFE
Lizun,,,,Casaccia,CH,6.6,Hydro,Run-of-river,,1961,,46.3806401186,9.65796327585,,"Renewable energy",Hydro,,,,BFE
"Albignawerk Löbbia",,,,Casaccia,CH,86,Hydro,Reservoir,,2004,,46.3749522123,9.65890088302,,"Renewable energy",Hydro,,,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale);    in einem Gebäudekomplex; - Maschinendaten unter der Voraussetzung, dass Gruppe 2 für das Albignawerk Löbbia in Betrieb steht     ;                                             ;  ;                             ; ",BFE
Plancanin,,,,Plancanin,CH,0.5,Hydro,Run-of-river,,1991,,46.3638966463,9.71265622238,,"Renewable energy",Hydro,,,,BFE
"Fornowerk Löbbia",,,,Casaccia,CH,9,Hydro,Run-of-river,,1960,,46.3749522123,9.65890088302,,"Renewable energy",Hydro,,,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale);    in einem Gebäudekomplex  ; - Bei zugeschalteter Gruppe 2 beträgt die Ausbauwassermenge 6.10 m3/s; - Bei zugeschalteter Gruppe 2 beträgt die installierte Leistung 33 MW und die maximal mögliche Leistung 33 MW;        ;  ;       ; ",BFE
"Albignawerk Löbbia",,,,Casaccia,CH,0,Hydro,Reservoir,,1967,,46.3749522123,9.65890088302,,"Renewable energy",Hydro,,,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale) ;   in einem Gebäudekomplex   ; - Löbbia, Pumpe Maira = Zubringerpumpe zu Albignasee, um Wasser der Maira zu speichern                                                ;   ;             ; ",BFE
"Albignawerk Löbbia",,,,Murtaira,CH,0,Hydro,Reservoir,,1963,,46.3749522123,9.65890088302,,"Renewable energy",Hydro,,,,BFE
Bondo,,,,Bondo,CH,6.9,Hydro,Run-of-river,,1962,,46.3339963909,9.55121328995,,"Renewable energy",Hydro,,,,BFE
Castasegna,,,,Castasegna,CH,100,Hydro,Reservoir,,1980,,46.3360981055,9.51543700775,,"Renewable energy",Hydro,,,,BFE
Silvaplana,,,,Silvaplana,CH,1.47,Hydro,Run-of-river,,1973,,46.4596242856,9.79337673204,,"Renewable energy",Hydro,,,,BFE
"Pradella - Dotierzentrale",,,,Scuol,CH,0.96,Hydro,Run-of-river,,2014,,46.8050592146,10.3289973638,12W-0000000035-C,"Renewable energy",Hydro,,,,BFE
Islas,,,,Celerina,CH,4.4,Hydro,Run-of-river,,2007,,46.5056195848,9.85728901713,,"Renewable energy",Hydro,,,,BFE
"Roseg, Samedan",,,,"Roseg, Samedan",CH,0.31,Hydro,Run-of-river,,2003,,46.5117431884,9.87815914687,,"Renewable energy",Hydro,,,"- Seit den 80er Jahren wird das Wasser nicht mehr als Trinkwasser genutzt. ; ",BFE
Morteratsch,,,,"Pontresina, Morteratsch",CH,1.6,Hydro,Run-of-river,,2016,,46.4525803371,9.94164682347,,"Renewable energy",Hydro,,,,BFE
"Champagna 1",,,,Samedan,CH,0.36,Hydro,Run-of-river,,1992,,46.5419232912,9.89347601258,,"Renewable energy",Hydro,,,,BFE
Madulain,,,,Madulain,CH,1.56,Hydro,Run-of-river,,1980,,46.5852709512,9.9363025202,,"Renewable energy",Hydro,,,,BFE
Susasca,,,,Susch,CH,5.86,Hydro,Run-of-river,,2015,,46.7551930076,10.0840366722,,"Renewable energy",Hydro,,,,BFE
"Ouvra Electrica Lavinuoz Lavin",,,,Lavin,CH,3.07,Hydro,Run-of-river,,2014,,46.7689779531,10.1143178662,,"Renewable energy",Hydro,,,,BFE
"Guarda (Ara)",,,,"Guarda-Giarsun Gmd. Scuol",CH,0.35,Hydro,Run-of-river,,1998,,46.7684823294,10.1429807693,,"Renewable energy",Hydro,,,"- Wässerwasserkraftwerk; ",BFE
Tasnan,,,,Ardez,CH,6.6,Hydro,Run-of-river,,2014,,46.7776529012,10.2257209387,,"Renewable energy",Hydro,,,,BFE
"Tarasp (Ischla)",,,,Tarasp,CH,0.92,Hydro,Run-of-river,,2010,,46.7899029834,10.2837559953,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Clemgia,,,,Scuol,CH,1.9,Hydro,Run-of-river,,2001,,46.7884940361,10.296917759,,"Renewable energy",Hydro,,,,BFE
Chasura,,,,Strada,CH,0.3,Hydro,Run-of-river,,1994,,46.8702702474,10.4358013527,,"Renewable energy",Hydro,,,"- Trinkwasserkraftwerk; ",BFE
Schergenbach,,,,Samnaun-Compatsch,CH,0.96,Hydro,Run-of-river,,1970,,46.960384617,10.4217681589,,"Renewable energy",Hydro,,,,BFE
"Punt dal Gall-Dotieranlage",,,,Zernez,CH,2.8,Hydro,Run-of-river,,1969,,46.6234441915,10.1932036115,,"Renewable energy",Hydro,,,,BFE
"Ova Spin",,,,Zernez,CH,54,Hydro,"Pumped storage",,1970,,46.6782585306,10.1444753501,12W-0000000035-C,"Renewable energy",Hydro,,,"- Zentrale Ova Spin praktiziert Umwälzbetrieb                  ; ",BFE
"Ova Spin-Dotieranlage",,,,Zernez,CH,0.47,Hydro,Run-of-river,,1969,,46.6782585306,10.1444753501,12W-0000000035-C,"Renewable energy",Hydro,,,,BFE
Pradella,,,,Scuol,CH,300,Hydro,Reservoir,,1970,,46.8045802532,10.3336910022,12W-0000000035-C,"Renewable energy",Hydro,,,,BFE
Pradella-Martina,,,,Martina,CH,84,Hydro,Reservoir,,1994,,46.8821155388,10.4645577137,12W-0000000035-C,"Renewable energy",Hydro,,,,BFE
Muranzina,,,,Sta.Maria,CH,2,Hydro,Run-of-river,,1995,,46.5965486956,10.4278045452,,"Renewable energy",Hydro,,,,BFE
Chasseras,,,,Müstair/Chasseras,CH,1.07,Hydro,Run-of-river,,1991,,46.614013798,10.4414426528,,"Renewable energy",Hydro,,,,BFE
Mühleberg,"BKW FMB Energie AG",,,Mühleberg,CH,390,Nuclear,"Steam turbine",,1972,,45.96917,7.26961,12W-0000000057-Z,Nuclear,,,,,"Schweizerische Eidgenossenschaft"
Gösgen,"Kernkraftwerk Gösgen-Däniken AG",,,Däniken,CH,1035,Nuclear,"Steam turbine",,1979,,47.36552,7.96779,12W-0000000056-1,Nuclear,,,,,"Schweizerische Eidgenossenschaft"
"Beznau 1","Axpo AG",,,Döttingen,CH,380,Nuclear,"Steam turbine",,1969,,47.55198,8.22825,12W-0000000017-E,Nuclear,,,,,"Schweizerische Eidgenossenschaft"
"Beznau 2","Axpo AG",,,Döttingen,CH,380,Nuclear,"Steam turbine",,1971,,47.55198,8.22825,12W-0000000017-E,Nuclear,,,,,"Schweizerische Eidgenossenschaft"
Leibstadt,"Kernkraftwerk Leibstadt AG",,,Leibstadt,CH,1245,Nuclear,"Steam turbine",,1984,,47.60109,8.18259,12W-0000000052-D,Nuclear,,,,,"Schweizerische Eidgenossenschaft"
